"coordinates (μm)","size (μm)"
"(664.5614035087718, 219.64912280701753)",7.512101541695878
"(70.52631578947367, 219.99999999999997)",13.851630826272716
"(790.0, 225.43859649122805)",36.87822171286551
"(702.4561403508773, 212.6315789473684)",5.311857941095074
"(643.3082706766918, 214.73684210526315)",20.980157832281595
"(370.52631578947364, 211.05263157894737)",10.623715882190147
"(239.29824561403507, 208.42105263157893)",4.751070177244263
"(261.3533834586466, 210.82706766917292)",17.45654649960432
"(73.68421052631578, 205.61403508771926)",4.751070177244263
"(917.4736842105264, 207.57894736842104)",12.343642405968502
"(651.9298245614035, 202.1052631578947)",4.751070177244263
"(178.34586466165413, 207.51879699248119)",21.511385136632803
"(788.0701754385964, 200.70175438596493)",4.751070177244263
"(523.3082706766917, 206.31578947368422)",20.70943477627762
"(385.7894736842105, 202.36842105263156)",20.296580694320706
"(62.73684210526316, 198.73684210526318)",13.646410135639103
"(686.8111455108359, 206.06811145510832)",34.66979321974053
"(131.8421052631579, 198.42105263157893)",20.296580694320706
"(572.9270544783009, 226.96214219759926)",76.16544907028815
"(293.6842105263158, 191.57894736842104)",8.888438411883689
"(108.00915331807781, 204.02745995423336)",34.66979321974053
"(869.4736842105262, 189.4736842105263)",5.818848833201439
"(687.0175438596492, 186.66666666666666)",4.751070177244263
"(572.6315789473683, 186.66666666666666)",5.311857941095074
"(954.1052631578947, 191.57894736842104)",20.980157832281595
"(896.6081871345028, 187.36842105263156)",27.9062186636589
"(545.6140350877192, 185.61403508771932)",9.79458208775006
"(411.57894736842104, 190.0)",26.452839218165128
"(790.7368421052631, 180.21052631578948)",12.112899772108616
"(304.2105263157895, 182.10526315789474)",11.637697666402879
"(157.5438596491228, 190.70175438596493)",38.156743505924865
"(37.29323308270676, 184.36090225563908)",18.246831244882564
"(635.5417956656346, 189.969040247678)",33.929427629774295
"(607.3684210526316, 177.89473684210526)",8.229094937312336
"(424.7368421052632, 177.89473684210523)",8.888438411883689
"(334.8538011695906, 191.81286549707602)",38.008561417954105
"(211.15789473684208, 181.05263157894737)",23.516597581558134
"(122.80701754385966, 178.2456140350877)",6.719027880445181
"(80.0, 182.1052631578947)",23.275395332805758
"(2.6315789473684212, 179.99999999999997)",11.142247217686794
"(478.2894736842105, 186.9736842105263)",33.08737508040404
"(53.60323886639675, 185.91093117408903)",23.75535088622131
"(967.719298245614, 169.82456140350874)",4.751070177244263
"(275.3216374269006, 179.41520467836258)",25.585295914722096
"(955.7894736842105, 168.42105263157893)",5.818848833201439
"(569.8245614035087, 172.39766081871346)",21.511385136632803
"(805.8947368421052, 163.3684210526316)",13.226419609082564
"(725.7309941520467, 170.29239766081872)",30.51430071213116
"(23.859649122807017, 161.40350877192984)",13.851630826272716
"(357.77777777777777, 169.7076023391813)",39.393792826416366
"(917.8947368421052, 156.31578947368422)",9.200407836564876
"(832.421052631579, 159.15789473684208)",8.888438411883689
"(50.994152046783626, 160.0)",18.55352215601589
"(627.719298245614, 155.43859649122808)",16.28584805872642
"(502.45614035087715, 153.68421052631578)",5.311857941095074
"(121.05263157894736, 157.5438596491228)",17.617439730282115
"(420.7894736842105, 155.26315789473682)",16.964713814887148
"(661.0526315789474, 153.68421052631575)",17.130227137381976
"(99.64912280701753, 150.87719298245614)",6.719027880445181
"(943.3684210526314, 156.63157894736838)",25.027815171475122
"(771.9298245614035, 154.80701754385967)",31.871147646570442
"(83.50877192982456, 151.57894736842104)",15.024203083391756
"(632.280701754386, 144.56140350877192)",4.751070177244263
"(587.3684210526316, 145.26315789473685)",5.818848833201439
"(564.2105263157894, 149.05263157894734)",14.643781764846418
"(313.6842105263158, 153.38345864661656)",25.47477576126275
"(814.7368421052631, 143.15789473684208)",6.719027880445181
"(170.2255639097744, 153.2330827067669)",38.30435234919773
"(802.1052631578947, 142.45614035087718)",5.311857941095074
"(724.4736842105262, 145.26315789473682)",17.93489661427332
"(525.6140350877193, 141.75438596491225)",4.751070177244263
"(551.578947368421, 138.94736842105263)",6.719027880445181
"(644.2105263157895, 139.78947368421052)",13.011341541833755
"(105.78947368421052, 138.94736842105263)",11.142247217686794
"(2.1052631578947367, 139.4736842105263)",6.285075075201943
"(899.0581717451523, 151.9113573407202)",37.785198691955614
"(512.6315789473683, 136.8421052631579)",11.637697666402879
"(480.0, 134.03508771929822)",5.818848833201439
"(714.7368421052631, 135.26315789473685)",11.142247217686794
"(125.89473684210525, 132.6315789473684)",14.643781764846418
"(953.157894736842, 130.52631578947367)",11.142247217686794
"(933.3333333333334, 127.71929824561403)",4.751070177244263
"(495.6390977443608, 135.6390977443609)",11.877675443110656
"(364.2105263157894, 137.2248803827751)",21.642154639818596
"(169.82456140350874, 129.12280701754386)",4.751070177244263
"(13.894736842105264, 127.57894736842104)",11.392666062749495
"(791.578947368421, 124.21052631578947)",6.719027880445181
"(376.84210526315786, 125.7894736842105)",10.35471738813881
"(858.736842105263, 130.10526315789474)",20.57273734328084
"(47.36842105263158, 128.42105263157893)",24.109048023497746
"(854.0350877192982, 117.19298245614034)",4.751070177244263
"(765.7894736842105, 121.05263157894737)",14.449815826479364
"(641.4035087719299, 118.59649122807018)",4.751070177244263
"(106.10526315789473, 117.89473684210525)",11.637697666402879
"(585.2631578947369, 113.68421052631578)",6.719027880445181
"(328.12030075187965, 117.59398496240601)",22.157516225491552
"(275.9808612440191, 130.78149920255186)",46.67185924631816
"(722.3684210526314, 116.3157894736842)",32.135643033574375
"(257.5438596491228, 109.4736842105263)",4.751070177244263
"(147.06766917293234, 110.07518796992481)",16.111662857528025
"(208.22055137844612, 124.71177944862154)",44.69542597263545
"(882.1052631578948, 104.21052631578948)",8.229094937312336
"(593.6842105263158, 104.36090225563909)",13.851630826272716
"(791.3684210526316, 107.57894736842104)",23.275395332805758
"(769.1228070175439, 101.75438596491229)",6.285075075201943
"(628.9473684210526, 100.52631578947367)",10.078541820667771
"(466.6666666666667, 98.94736842105264)",5.818848833201439
"(381.05263157894734, 99.4736842105263)",9.200407836564876
"(947.0445344129555, 106.39676113360322)",37.8597993542998
"(293.8947368421052, 94.31578947368419)",10.078541820667771
"(328.9473684210526, 93.68421052631578)",10.078541820667771
"(265.6140350877193, 93.33333333333333)",16.28584805872642
"(33.026315789473685, 94.4736842105263)",31.064152164416427
"(756.8421052631578, 88.42105263157895)",15.024203083391756
"(725.9649122807017, 87.71929824561403)",14.835211873570373
"(907.6023391812864, 92.86549707602337)",28.997101176392942
"(684.9122807017544, 100.87719298245615)",31.604438793271868
"(647.3684210526316, 85.26315789473684)",8.229094937312336
"(781.0526315789474, 79.29824561403508)",4.751070177244263
"(7.368421052631579, 77.89473684210526)",8.229094937312336
"(238.24561403508767, 77.19298245614034)",17.617439730282115
"(181.05263157894737, 75.0877192982456)",5.818848833201439
"(623.9999999999999, 74.94736842105263)",12.343642405968502
"(563.2388663967612, 83.40080971659918)",38.156743505924865
"(863.3492822966508, 78.2775119617225)",27.18924183207431
"(497.89473684210526, 70.52631578947367)",12.570150150403887
"(875.7894736842105, 64.56140350877193)",5.818848833201439
"(814.397283531409, 92.08828522920206)",51.06019128696083
"(261.05263157894734, 64.73684210526315)",11.637697666402879
"(906.8825910931173, 65.10121457489879)",32.31077045036016
"(559.9999999999999, 59.473684210526315)",7.512101541695878
"(215.26315789473685, 56.84210526315789)",7.512101541695878
"(127.0175438596491, 56.84210526315789)",4.751070177244263
"(969.9999999999999, 56.84210526315789)",9.200407836564876
"(361.40350877192975, 77.47368421052632)",43.15373791342688
"(94.22647527910685, 74.3859649122807)",59.53073869160934
"(647.719298245614, 51.228070175438596)",4.751070177244263
"(334.2105263157895, 60.526315789473685)",25.140300300807773
"(290.5263157894737, 45.614035087719294)",4.751070177244263
"(167.2982456140351, 72.07017543859651)",47.629330425952176
"(387.3684210526316, 49.82456140350877)",14.253210531732789
"(906.0526315789473, 46.578947368421055)",20.43512551560051
"(651.578947368421, 40.0)",8.229094937312336
"(301.05263157894734, 40.70175438596491)",6.719027880445181
"(280.7017543859649, 40.70175438596491)",5.818848833201439
"(194.1052631578947, 39.57894736842105)",12.570150150403887
"(424.56140350877195, 36.49122807017543)",6.719027880445181
"(269.4736842105263, 35.78947368421052)",5.818848833201439
"(256.8421052631578, 38.315789473684205)",9.79458208775006
"(628.5714285714286, 36.691729323308266)",12.570150150403887
"(477.4238227146812, 85.62326869806093)",100.92530088080639
"(358.94736842105266, 29.122807017543863)",8.229094937312336
"(55.63909774436089, 33.08270676691729)",14.253210531732789
"(596.8421052631579, 26.84210526315789)",9.200407836564876
"(274.10526315789474, 27.789473684210527)",9.79458208775006
"(233.68421052631578, 27.368421052631575)",10.623715882190147
"(433.6842105263157, 23.157894736842103)",6.719027880445181
"(342.45614035087715, 23.859649122807014)",4.751070177244263
"(142.45614035087718, 22.45614035087719)",9.502140354488526
"(962.9473684210527, 21.89473684210526)",13.646410135639103
"(304.5614035087719, 20.350877192982455)",7.878758565283274
"(111.1111111111111, 25.964912280701753)",19.298938291526486
"(932.4812030075187, 31.2781954887218)",45.32232090756259
"(200.42105263157893, 19.789473684210527)",21.379815797599186
"(866.6666666666666, 30.87719298245614)",37.25881199782999
"(618.6466165413534, 18.796992481203006)",27.085267295076576
"(889.1228070175439, 11.228070175438596)",5.818848833201439
"(853.3333333333334, 10.526315789473683)",4.751070177244263
"(360.84210526315786, 12.631578947368421)",10.623715882190147
"(92.6315789473684, 9.824561403508772)",3.3595139402225906
"(269.4736842105263, 8.421052631578947)",6.719027880445181
"(226.10526315789474, 10.526315789473683)",13.011341541833755
"(901.9298245614035, 18.7719298245614)",26.770920857787463
"(691.9298245614035, 29.072681704260646)",51.88246947303256
"(407.953216374269, 18.01169590643275)",43.34944747943809
"(283.85964912280696, 7.719298245614034)",13.226419609082564
"(35.21531100478468, 19.96810207336523)",60.796992993199076
"(591.4293931550186, 755.2602818521714)",280.0210793339236
